epoch,step,test_loss_epoch,test_loss_step,train_loss_epoch,train_loss_step,val_loss_epoch,val_loss_step
0,0,,,,137608736.0,,
0,1,,,,137054192.0,,
0,2,,,,114721216.0,,
0,3,,,,98252424.0,,
,0,,,,,,125656664.0
0,3,,,,,125656664.0,
0,3,,,125655680.0,,,
1,4,,,,137608464.0,,
1,5,,,,137053920.0,,
1,6,,,,114720968.0,,
1,7,,,,98252152.0,,
,1,,,,,,125656376.0
1,7,,,,,125656376.0,
1,7,,,125655416.0,,,
2,8,,,,137608176.0,,
2,9,,,,137053584.0,,
2,10,,,,114720648.0,,
2,11,,,,98251848.0,,
,2,,,,,,125655944.0
2,11,,,,,125655944.0,
2,11,,,125655104.0,,,
3,12,,,,137607728.0,,
3,13,,,,137053104.0,,
3,14,,,,114720136.0,,
3,15,,,,98251304.0,,
,3,,,,,,125655240.0
3,15,,,,,125655240.0,
3,15,,,125654616.0,,,
4,16,,,,137606976.0,,
4,17,,,,137052256.0,,
4,18,,,,114719256.0,,
4,19,,,,98250344.0,,
,4,,,,,,125653984.0
4,19,,,,,125653984.0,
4,19,,,125653768.0,,,
5,20,,,,137605696.0,,
5,21,,,,137050672.0,,
5,22,,,,114717568.0,,
5,23,,,,98248544.0,,
,5,,,,,,125651624.0
5,23,,,,,125651624.0,
5,23,,,125652224.0,,,
6,24,,,,137603136.0,,
6,25,,,,137047792.0,,
6,26,,,,114714560.0,,
6,27,,,,98245104.0,,
,6,,,,,,125647256.0
6,27,,,,,125647256.0,
6,27,,,125649320.0,,,
7,28,,,,137598560.0,,
7,29,,,,137043952.0,,
7,30,,,,114711824.0,,
7,31,,,,98243624.0,,
,7,,,,,,125646632.0
7,31,,,,,125646632.0,
7,31,,,125645888.0,,,
8,32,,,,137598048.0,,
8,33,,,,137043280.0,,
8,34,,,,114711096.0,,
8,35,,,,98242952.0,,
,8,,,,,,125645936.0
8,35,,,,,125645936.0,
8,35,,,125645264.0,,,
9,36,,,,137597248.0,,
9,37,,,,137042608.0,,
9,38,,,,114710440.0,,
9,39,,,,98242376.0,,
,9,,,,,,125645184.0
9,39,,,,,125645184.0,
9,39,,,125644560.0,,,
10,40,,,,137596400.0,,
10,41,,,,137041712.0,,
10,42,,,,114709776.0,,
10,43,,,,98241496.0,,
,10,,,,,,125644392.0
10,43,,,,,125644392.0,
