epoch,step,test_loss_epoch,test_loss_step,train_loss_epoch,train_loss_step,val_loss_epoch,val_loss_step
0,0,,,,137608544.0,,
0,1,,,,137054000.0,,
0,2,,,,114721048.0,,
0,3,,,,98252256.0,,
,0,,,,,,125656472.0
0,3,,,,,125656472.0,
0,3,,,125655496.0,,,
1,4,,,,137608272.0,,
1,5,,,,137053728.0,,
1,6,,,,114720792.0,,
1,7,,,,98252016.0,,
,1,,,,,,125656176.0
1,7,,,,,125656176.0,
1,7,,,125655240.0,,,
2,8,,,,137607968.0,,
2,9,,,,137053376.0,,
2,10,,,,114720440.0,,
2,11,,,,98251640.0,,
,2,,,,,,125655704.0
2,11,,,,,125655704.0,
2,11,,,125654904.0,,,
3,12,,,,137607488.0,,
3,13,,,,137052864.0,,
3,14,,,,114719888.0,,
3,15,,,,98251040.0,,
,3,,,,,,125654968.0
3,15,,,,,125654968.0,
3,15,,,125654360.0,,,
4,16,,,,137606656.0,,
4,17,,,,137051936.0,,
4,18,,,,114718992.0,,
4,19,,,,98250040.0,,
,4,,,,,,125653648.0
4,19,,,,,125653648.0,
4,19,,,125653472.0,,,
5,20,,,,137605296.0,,
5,21,,,,137050368.0,,
5,22,,,,114717296.0,,
5,23,,,,98248208.0,,
,5,,,,,,125651288.0
5,23,,,,,125651288.0,
5,23,,,125651896.0,,,
6,24,,,,137602912.0,,
6,25,,,,137047584.0,,
6,26,,,,114714296.0,,
6,27,,,,98245040.0,,
,6,,,,,,125647184.0
6,27,,,,,125647184.0,
6,27,,,125649112.0,,,
7,28,,,,137598448.0,,
7,29,,,,137043968.0,,
7,30,,,,114711752.0,,
7,31,,,,98243720.0,,
,7,,,,,,125646608.0
7,31,,,,,125646608.0,
7,31,,,125645856.0,,,
8,32,,,,137597872.0,,
8,33,,,,137043216.0,,
8,34,,,,114711200.0,,
8,35,,,,98242952.0,,
,8,,,,,,125645984.0
8,35,,,,,125645984.0,
8,35,,,125645208.0,,,
9,36,,,,137597328.0,,
9,37,,,,137042656.0,,
9,38,,,,114710664.0,,
9,39,,,,98242360.0,,
,9,,,,,,125645328.0
9,39,,,,,125645328.0,
9,39,,,125644664.0,,,
10,40,,,,137596592.0,,
10,41,,,,137041872.0,,
10,42,,,,114710016.0,,
10,43,,,,98241872.0,,
,10,,,,,,125644608.0
10,43,,,,,125644608.0,
10,43,,,125643968.0,,,
11,44,,,,137595760.0,,
11,45,,,,137041232.0,,
11,46,,,,114709280.0,,
11,47,,,,98241184.0,,
,11,,,,,,125643856.0
11,47,,,,,125643856.0,
11,47,,,125643240.0,,,
12,48,,,,137595072.0,,
12,49,,,,137040256.0,,
12,50,,,,114708456.0,,
12,51,,,,98240696.0,,
,12,,,,,,125643016.0
12,51,,,,,125643016.0,
12,51,,,125642456.0,,,
13,52,,,,137594096.0,,
13,53,,,,137039632.0,,
13,54,,,,114707680.0,,
13,55,,,,98239784.0,,
,13,,,,,,125642168.0
13,55,,,,,125642168.0,
13,55,,,125641648.0,,,
14,56,,,,137593456.0,,
14,57,,,,137038384.0,,
14,58,,,,114706832.0,,
14,59,,,,98238720.0,,
,14,,,,,,125641248.0
14,59,,,,,125641248.0,
14,59,,,125640720.0,,,
15,60,,,,137592224.0,,
15,61,,,,137037632.0,,
15,62,,,,114705880.0,,
15,63,,,,98237992.0,,
,15,,,,,,125640240.0
15,63,,,,,125640240.0,
15,63,,,125639768.0,,,
16,64,,,,137591184.0,,
16,65,,,,137036640.0,,
16,66,,,,114704824.0,,
16,67,,,,98237024.0,,
,16,,,,,,125639176.0
16,67,,,,,125639176.0,
16,67,,,125638760.0,,,
17,68,,,,137590016.0,,
17,69,,,,137035504.0,,
17,70,,,,114703960.0,,
17,71,,,,98236104.0,,
,17,,,,,,125638056.0
17,71,,,,,125638056.0,
17,71,,,125637720.0,,,
18,72,,,,137589008.0,,
18,73,,,,137034416.0,,
18,74,,,,114703240.0,,
18,75,,,,98235552.0,,
,18,,,,,,125637920.0
18,75,,,,,125637912.0,
18,75,,,125636824.0,,,
19,76,,,,137588720.0,,
19,77,,,,137034336.0,,
19,78,,,,114703296.0,,
19,79,,,,98235696.0,,
,19,,,,,,125637824.0
19,79,,,,,125637824.0,
19,79,,,125636744.0,,,
20,80,,,,137588608.0,,
20,81,,,,137034048.0,,
20,82,,,,114703232.0,,
20,83,,,,98235896.0,,
,20,,,,,,125637704.0
20,83,,,,,125637704.0,
20,83,,,125636648.0,,,
21,84,,,,137588768.0,,
21,85,,,,137034048.0,,
21,86,,,,114702824.0,,
21,87,,,,98235584.0,,
,21,,,,,,125637568.0
21,87,,,,,125637568.0,
21,87,,,125636528.0,,,
22,88,,,,137588512.0,,
22,89,,,,137034160.0,,
22,90,,,,114702872.0,,
22,91,,,,98235376.0,,
,22,,,,,,125637464.0
22,91,,,,,125637456.0,
22,91,,,125636472.0,,,
23,92,,,,137588432.0,,
23,93,,,,137033904.0,,
23,94,,,,114702736.0,,
23,95,,,,98235144.0,,
,23,,,,,,125637344.0
23,95,,,,,125637352.0,
23,95,,,125636304.0,,,
24,96,,,,137588320.0,,
24,97,,,,137033648.0,,
24,98,,,,114702736.0,,
24,99,,,,98235128.0,,
,24,,,,,,125637320.0
24,99,,,,,125637320.0,
24,99,,,125636192.0,,,
25,100,,,,137588256.0,,
25,101,,,,137033776.0,,
25,102,,,,114702640.0,,
25,103,,,,98235168.0,,
,25,,,,,,125637320.0
25,103,,,,,125637320.0,
25,103,,,125636192.0,,,
26,104,,,,137588096.0,,
26,105,,,,137033760.0,,
26,106,,,,114702672.0,,
26,107,,,,98235176.0,,
,26,,,,,,125637320.0
26,107,,,,,125637320.0,
26,107,,,125636160.0,,,
27,108,,,,137588080.0,,
27,109,,,,137033712.0,,
27,110,,,,114702736.0,,
27,111,,,,98235208.0,,
,27,,,,,,125637296.0
27,111,,,,,125637296.0,
27,111,,,125636160.0,,,
28,112,,,,137588192.0,,
28,113,,,,137033600.0,,
28,114,,,,114702584.0,,
28,115,,,,98235480.0,,
,28,,,,,,125637296.0
28,115,,,,,125637296.0,
28,115,,,125636152.0,,,
29,116,,,,137588112.0,,
29,117,,,,137033712.0,,
29,118,,,,114702384.0,,
29,119,,,,98235400.0,,
,29,,,,,,125637272.0
29,119,,,,,125637272.0,
29,119,,,125636096.0,,,
30,120,,,,137588176.0,,
30,121,,,,137033568.0,,
30,122,,,,114702592.0,,
30,123,,,,98235120.0,,
,30,,,,,,125637272.0
30,123,,,,,125637272.0,
30,123,,,125636096.0,,,
31,124,,,,137587856.0,,
31,125,,,,137033904.0,,
31,126,,,,114702584.0,,
31,127,,,,98235016.0,,
,31,,,,,,125637272.0
31,127,,,,,125637272.0,
31,127,,,125636080.0,,,
32,128,,,,137588080.0,,
32,129,,,,137033648.0,,
32,130,,,,114702448.0,,
32,131,,,,98235160.0,,
,32,,,,,,125637272.0
32,131,,,,,125637272.0,
32,131,,,125636040.0,,,
33,132,,,,137588272.0,,
33,133,,,,137033456.0,,
33,134,,,,114702560.0,,
33,135,,,,98234904.0,,
,33,,,,,,125637272.0
33,135,,,,,125637272.0,
33,135,,,125636048.0,,,
34,136,,,,137588144.0,,
34,137,,,,137033616.0,,
34,138,,,,114702424.0,,
34,139,,,,98235288.0,,
,34,,,,,,125637272.0
34,139,,,,,125637272.0,
34,139,,,125636072.0,,,
35,140,,,,137588320.0,,
35,141,,,,137033600.0,,
35,142,,,,114702608.0,,
35,143,,,,98235144.0,,
,35,,,,,,125637272.0
35,143,,,,,125637272.0,
35,143,,,125636152.0,,,
36,144,,,,137588208.0,,
36,145,,,,137033728.0,,
36,146,,,,114702640.0,,
36,147,,,,98235208.0,,
,36,,,,,,125637272.0
36,147,,,,,125637272.0,
36,147,,,125636184.0,,,
37,148,,,,137588096.0,,
37,149,,,,137033680.0,,
37,150,,,,114702784.0,,
37,151,,,,98235248.0,,
,37,,,,,,125637272.0
37,151,,,,,125637272.0,
37,151,,,125636160.0,,,
38,152,,,,137588032.0,,
38,153,,,,137033648.0,,
38,154,,,,114702704.0,,
38,155,,,,98235344.0,,
,38,,,,,,125637272.0
38,155,,,,,125637272.0,
38,155,,,125636144.0,,,
39,156,,,,137587936.0,,
39,157,,,,137033632.0,,
39,158,,,,114702672.0,,
39,159,,,,98235080.0,,
,39,,,,,,125637272.0
39,159,,,,,125637272.0,
39,159,,,125636048.0,,,
40,160,,,,137587920.0,,
40,161,,,,137033600.0,,
40,162,,,,114702640.0,,
40,163,,,,98235008.0,,
,40,,,,,,125637272.0
40,163,,,,,125637272.0,
