epoch,step,test_loss_epoch,test_loss_step,train_loss_epoch,train_loss_step,val_loss_epoch,val_loss_step
0,0,,,,5685726.0,,
0,1,,,,5877879.0,,
0,2,,,,8542524.0,,
0,3,,,,11264725.0,,
,0,,,,,,5007065.0
0,3,,,,,5007064.5,
0,3,,,7300765.5,,,
1,4,,,,4765655.5,,
1,5,,,,5469116.5,,
1,6,,,,7907270.0,,
1,7,,,,9309242.0,,
,1,,,,,,5030414.5
1,7,,,,,5030414.5,
1,7,,,6475378.5,,,
2,8,,,,5095746.0,,
2,9,,,,5631494.0,,
2,10,,,,8556442.0,,
2,11,,,,7855797.0,,
,2,,,,,,5225164.0
2,11,,,,,5225164.0,
2,11,,,6615266.0,,,
3,12,,,,6157918.0,,
3,13,,,,6292405.5,,
3,14,,,,7493596.5,,
3,15,,,,7473498.5,,
,3,,,,,,5333822.5
3,15,,,,,5333822.5,
3,15,,,6756300.0,,,
4,16,,,,6690120.0,,
4,17,,,,6358981.0,,
4,18,,,,8204944.0,,
4,19,,,,7373145.5,,
,4,,,,,,5302376.5
4,19,,,,,5302376.5,
4,19,,,7122534.0,,,
5,20,,,,5631809.5,,
5,21,,,,6307422.5,,
5,22,,,,7440149.5,,
5,23,,,,8695906.0,,
,5,,,,,,5240183.5
5,23,,,,,5240183.5,
5,23,,,6753220.5,,,
6,24,,,,5500712.0,,
6,25,,,,6612871.0,,
6,26,,,,7875100.5,,
6,27,,,,7385521.5,,
,6,,,,,,5197839.5
6,27,,,,,5197839.5,
6,27,,,6757719.0,,,
7,28,,,,6173932.0,,
7,29,,,,6619795.5,,
7,30,,,,7450842.5,,
7,31,,,,8157415.0,,
,7,,,,,,5192593.0
7,31,,,,,5192593.0,
7,31,,,6933110.5,,,
8,32,,,,5737985.0,,
8,33,,,,6245748.5,,
8,34,,,,8072365.0,,
8,35,,,,7444741.0,,
,8,,,,,,5187548.0
8,35,,,,,5187548.0,
8,35,,,6785013.0,,,
9,36,,,,6640196.5,,
9,37,,,,6374311.0,,
9,38,,,,7624713.5,,
9,39,,,,7663131.0,,
,9,,,,,,5180887.0
9,39,,,,,5180887.0,
9,39,,,6982538.5,,,
10,40,,,,5803240.0,,
10,41,,,,6072088.5,,
10,42,,,,8249909.5,,
10,43,,,,6666097.0,,
,10,,,,,,5175670.5
10,43,,,,,5175670.5,
10,43,,,6702860.0,,,
11,44,,,,5988268.0,,
11,45,,,,6193391.5,,
11,46,,,,7577665.0,,
11,47,,,,7767745.5,,
,11,,,,,,5170102.0
11,47,,,,,5170102.0,
11,47,,,6741454.0,,,
12,48,,,,6129024.0,,
12,49,,,,6392175.5,,
12,50,,,,8018945.0,,
12,51,,,,8188498.5,,
,12,,,,,,5165377.0
12,51,,,,,5165377.0,
12,51,,,7022786.0,,,
13,52,,,,6043974.0,,
13,53,,,,5662916.0,,
13,54,,,,7467882.0,,
13,55,,,,8260043.0,,
,13,,,,,,5165206.0
13,55,,,,,5165206.0,
13,55,,,6636772.0,,,
14,56,,,,5925098.0,,
14,57,,,,5898032.5,,
14,58,,,,7061481.5,,
14,59,,,,7555163.0,,
,14,,,,,,5165149.0
14,59,,,,,5165149.0,
14,59,,,6460248.5,,,
15,60,,,,5370912.5,,
15,61,,,,6354336.0,,
15,62,,,,7806717.0,,
15,63,,,,7745330.0,,
,15,,,,,,5164949.5
15,63,,,,,5164949.5,
15,63,,,6672670.5,,,
16,64,,,,5763565.0,,
16,65,,,,6015523.0,,
16,66,,,,7697151.5,,
16,67,,,,7914603.0,,
,16,,,,,,5164776.5
16,67,,,,,5164776.5,
16,67,,,6678746.0,,,
17,68,,,,6232532.5,,
17,69,,,,6257234.0,,
17,70,,,,8067468.0,,
17,71,,,,7983445.0,,
,17,,,,,,5164591.0
17,71,,,,,5164591.0,
17,71,,,7000827.5,,,
18,72,,,,5888533.0,,
18,73,,,,6120318.5,,
18,74,,,,8037358.0,,
18,75,,,,7553380.0,,
,18,,,,,,5164588.5
18,75,,,,,5164588.5,
18,75,,,6796405.0,,,
19,76,,,,5845827.5,,
19,77,,,,6725480.0,,
19,78,,,,7620926.5,,
19,79,,,,7754571.0,,
,19,,,,,,5164580.5
19,79,,,,,5164580.5,
19,79,,,6865093.0,,,
20,80,,,,5680076.0,,
20,81,,,,5703614.5,,
20,82,,,,8032433.5,,
20,83,,,,8102900.0,,
,20,,,,,,5164588.5
20,83,,,,,5164588.5,
20,83,,,6686045.0,,,
,0,,3247124.0,,,,
,1,,3570146.5,,,,
,2,,6753264.0,,,,
,3,,8211632.0,,,,
21,84,5007473.0,,,,,
