epoch,step,test_loss_epoch,test_loss_step,train_loss_epoch,train_loss_step,val_loss_epoch,val_loss_step
0,0,,,,137608368.0,,
0,1,,,,137053824.0,,
0,2,,,,114720904.0,,
0,3,,,,98252120.0,,
,0,,,,,,125656328.0
0,3,,,,,125656328.0,
0,3,,,125655336.0,,,
1,4,,,,137608096.0,,
1,5,,,,137053568.0,,
1,6,,,,114720648.0,,
1,7,,,,98251856.0,,
,1,,,,,,125655992.0
1,7,,,,,125655992.0,
1,7,,,125655080.0,,,
2,8,,,,137607776.0,,
2,9,,,,137053168.0,,
2,10,,,,114720256.0,,
2,11,,,,98251448.0,,
,2,,,,,,125655480.0
2,11,,,,,125655480.0,
2,11,,,125654696.0,,,
3,12,,,,137607232.0,,
3,13,,,,137052576.0,,
3,14,,,,114719624.0,,
3,15,,,,98250736.0,,
,3,,,,,,125654544.0
3,15,,,,,125654544.0,
3,15,,,125654096.0,,,
4,16,,,,137606288.0,,
4,17,,,,137051440.0,,
4,18,,,,114718408.0,,
4,19,,,,98249440.0,,
,4,,,,,,125652832.0
4,19,,,,,125652832.0,
4,19,,,125652968.0,,,
5,20,,,,137604496.0,,
5,21,,,,137049296.0,,
5,22,,,,114716152.0,,
5,23,,,,98247016.0,,
,5,,,,,,125649640.0
5,23,,,,,125649640.0,
5,23,,,125650864.0,,,
6,24,,,,137601088.0,,
6,25,,,,137045424.0,,
6,26,,,,114712040.0,,
6,27,,,,98242400.0,,
,6,,,,,,125643616.0
6,27,,,,,125643616.0,
6,27,,,125646960.0,,,
7,28,,,,137594784.0,,
7,29,,,,137038064.0,,
7,30,,,,114704144.0,,
7,31,,,,98233776.0,,
,7,,,,,,125632544.0
7,31,,,,,125632544.0,
7,31,,,125639576.0,,,
8,32,,,,137583088.0,,
8,33,,,,137024528.0,,
8,34,,,,114690264.0,,
8,35,,,,98219328.0,,
,8,,,,,,125612872.0
8,35,,,,,125612872.0,
8,35,,,125626360.0,,,
9,36,,,,137562432.0,,
9,37,,,,137000688.0,,
9,38,,,,114665672.0,,
9,39,,,,98193736.0,,
,9,,,,,,125580376.0
9,39,,,,,125580376.0,
9,39,,,125603000.0,,,
10,40,,,,137528640.0,,
10,41,,,,136963696.0,,
10,42,,,,114627560.0,,
10,43,,,,98153104.0,,
,10,,,,,,125529496.0
10,43,,,,,125529496.0,
