epoch,step,test_loss_epoch,test_loss_step,train_loss_epoch,train_loss_step,val_loss_epoch,val_loss_step
0,0,,,,289056160.0,,
0,1,,,,288427616.0,,
0,2,,,,254835168.0,,
0,3,,,,211427568.0,,
,0,,,,,,268767808.0
0,3,,,,,268767808.0,
0,3,,,268777440.0,,,
1,4,,,,289055392.0,,
1,5,,,,288426784.0,,
1,6,,,,254834352.0,,
1,7,,,,211426768.0,,
,1,,,,,,268766784.0
1,7,,,,,268766784.0,
1,7,,,268776640.0,,,
2,8,,,,289054304.0,,
2,9,,,,288425504.0,,
2,10,,,,254833072.0,,
2,11,,,,211425520.0,,
,2,,,,,,268764960.0
2,11,,,,,268764960.0,
2,11,,,268775392.0,,,
3,12,,,,289052320.0,,
3,13,,,,288423232.0,,
3,14,,,,254830704.0,,
3,15,,,,211423104.0,,
,3,,,,,,268761632.0
3,15,,,,,268761632.0,
3,15,,,268773184.0,,,
4,16,,,,289048832.0,,
4,17,,,,288419104.0,,
4,18,,,,254826320.0,,
4,19,,,,211418624.0,,
,4,,,,,,268755360.0
4,19,,,,,268755360.0,
4,19,,,268769088.0,,,
5,20,,,,289042080.0,,
5,21,,,,288411296.0,,
5,22,,,,254817904.0,,
5,23,,,,211410064.0,,
,5,,,,,,268743360.0
5,23,,,,,268743360.0,
5,23,,,268761344.0,,,
6,24,,,,289029408.0,,
6,25,,,,288396384.0,,
6,26,,,,254802016.0,,
6,27,,,,211393856.0,,
,6,,,,,,268720416.0
6,27,,,,,268720416.0,
6,27,,,268746624.0,,,
7,28,,,,289005248.0,,
7,29,,,,288367232.0,,
7,30,,,,254771360.0,,
7,31,,,,211363072.0,,
,7,,,,,,268676896.0
7,31,,,,,268676896.0,
7,31,,,268718272.0,,,
8,32,,,,288959168.0,,
8,33,,,,288314592.0,,
8,34,,,,254714400.0,,
8,35,,,,211304736.0,,
,8,,,,,,268596384.0
8,35,,,,,268596384.0,
8,35,,,268665504.0,,,
9,36,,,,288874944.0,,
9,37,,,,288217088.0,,
9,38,,,,254610976.0,,
9,39,,,,211204480.0,,
,9,,,,,,268457056.0
9,39,,,,,268457056.0,
9,39,,,268569792.0,,,
10,40,,,,288726560.0,,
10,41,,,,288048352.0,,
10,42,,,,254440816.0,,
10,43,,,,211034144.0,,
,10,,,,,,268228528.0
10,43,,,,,268228528.0,
10,43,,,268406320.0,,,
11,44,,,,288485248.0,,
11,45,,,,287777696.0,,
11,46,,,,254161024.0,,
11,47,,,,210766736.0,,
,11,,,,,,267855424.0
11,47,,,,,267855424.0,
11,47,,,268141936.0,,,
12,48,,,,288091296.0,,
12,49,,,,287322560.0,,
12,50,,,,253707264.0,,
12,51,,,,210324768.0,,
,12,,,,,,267262976.0
12,51,,,,,267262960.0,
12,51,,,267706672.0,,,
13,52,,,,287468480.0,,
13,53,,,,286642784.0,,
13,54,,,,253012016.0,,
13,55,,,,209639248.0,,
,13,,,,,,266365824.0
13,55,,,,,266365824.0,
13,55,,,267038128.0,,,
14,56,,,,286541632.0,,
14,57,,,,285594176.0,,
14,58,,,,251959312.0,,
14,59,,,,208660448.0,,
,14,,,,,,265061376.0
14,59,,,,,265061392.0,
14,59,,,266032752.0,,,
15,60,,,,285161536.0,,
15,61,,,,284098848.0,,
15,62,,,,250482112.0,,
15,63,,,,207262464.0,,
,15,,,,,,263201216.0
15,63,,,,,263201216.0,
15,63,,,264588848.0,,,
16,64,,,,283118016.0,,
16,65,,,,281874592.0,,
16,66,,,,248338928.0,,
16,67,,,,205196464.0,,
,16,,,,,,260565328.0
16,67,,,,,260565344.0,
16,67,,,262461168.0,,,
17,68,,,,280354528.0,,
17,69,,,,278941472.0,,
17,70,,,,245418960.0,,
17,71,,,,202497648.0,,
,17,,,,,,256891568.0
17,71,,,,,256891568.0,
17,71,,,259611712.0,,,
18,72,,,,276585248.0,,
18,73,,,,274603424.0,,
18,74,,,,241152720.0,,
18,75,,,,198572576.0,,
,18,,,,,,251854480.0
18,75,,,,,251854480.0,
18,75,,,255513360.0,,,
19,76,,,,271179520.0,,
19,77,,,,268826880.0,,
19,78,,,,235698000.0,,
19,79,,,,193491264.0,,
,19,,,,,,245103232.0
19,79,,,,,245103232.0,
19,79,,,250028624.0,,,
20,80,,,,263958528.0,,
20,81,,,,261171088.0,,
20,82,,,,228034896.0,,
20,83,,,,186517056.0,,
,20,,,,,,236239504.0
20,83,,,,,236239504.0,
20,83,,,242586064.0,,,
21,84,,,,254740928.0,,
21,85,,,,251206560.0,,
21,86,,,,218560064.0,,
21,87,,,,177538080.0,,
,21,,,,,,224943216.0
21,87,,,,,224943216.0,
21,87,,,233108992.0,,,
22,88,,,,242625040.0,,
22,89,,,,238644704.0,,
22,90,,,,205918304.0,,
22,91,,,,167456624.0,,
,22,,,,,,210986768.0
22,91,,,,,210986768.0,
22,91,,,220978640.0,,,
23,92,,,,227724544.0,,
23,93,,,,222863840.0,,
23,94,,,,191677696.0,,
23,95,,,,155336992.0,,
,23,,,,,,194320304.0
23,95,,,,,194320304.0,
23,95,,,206379200.0,,,
24,96,,,,209907424.0,,
24,97,,,,204010784.0,,
24,98,,,,174490048.0,,
24,99,,,,140156608.0,,
,24,,,,,,175236400.0
24,99,,,,,175236400.0,
24,99,,,188790368.0,,,
25,100,,,,190148640.0,,
25,101,,,,183431552.0,,
25,102,,,,156119536.0,,
25,103,,,,124662768.0,,
,25,,,,,,154357024.0
25,103,,,,,154357024.0,
25,103,,,169755664.0,,,
26,104,,,,167458864.0,,
26,105,,,,160328896.0,,
26,106,,,,135345488.0,,
26,107,,,,107510160.0,,
,26,,,,,,132782424.0
26,107,,,,,132782424.0,
26,107,,,148227712.0,,,
27,108,,,,143985152.0,,
27,109,,,,136811136.0,,
27,110,,,,115072440.0,,
27,111,,,,92173304.0,,
,27,,,,,,111921568.0
27,111,,,,,111921568.0,
27,111,,,126735856.0,,,
28,112,,,,122704312.0,,
28,113,,,,115248568.0,,
28,114,,,,96887704.0,,
28,115,,,,80275536.0,,
,28,,,,,,93323672.0
28,115,,,,,93323672.0,
28,115,,,107501296.0,,,
29,116,,,,100489776.0,,
29,117,,,,94262696.0,,
29,118,,,,81875072.0,,
29,119,,,,70830736.0,,
,29,,,,,,78124248.0
29,119,,,,,78124248.0,
29,119,,,89403864.0,,,
30,120,,,,82864752.0,,
30,121,,,,77228744.0,,
30,122,,,,69766624.0,,
30,123,,,,64008768.0,,
,30,,,,,,66542244.0
30,123,,,,,66542244.0,
30,123,,,74965168.0,,,
31,124,,,,69258920.0,,
31,125,,,,65477868.0,,
31,126,,,,61726792.0,,
31,127,,,,59236000.0,,
,31,,,,,,57731100.0
31,127,,,,,57731104.0,
31,127,,,64667480.0,,,
32,128,,,,59437420.0,,
32,129,,,,55976920.0,,
32,130,,,,54113932.0,,
32,131,,,,55201088.0,,
,32,,,,,,50440496.0
32,131,,,,,50440496.0,
32,131,,,56337740.0,,,
33,132,,,,51739892.0,,
33,133,,,,48123860.0,,
33,134,,,,48142048.0,,
33,135,,,,49884624.0,,
,33,,,,,,43803908.0
33,135,,,,,43803908.0,
33,135,,,49407352.0,,,
34,136,,,,44408528.0,,
34,137,,,,41167976.0,,
34,138,,,,42234260.0,,
34,139,,,,42968596.0,,
,34,,,,,,37677872.0
34,139,,,,,37677872.0,
34,139,,,42651484.0,,,
35,140,,,,38114276.0,,
35,141,,,,35866212.0,,
35,142,,,,36335564.0,,
35,143,,,,36465612.0,,
,35,,,,,,32277578.0
35,143,,,,,32277578.0,
35,143,,,36731808.0,,,
36,144,,,,32732662.0,,
36,145,,,,30737828.0,,
36,146,,,,31271238.0,,
36,147,,,,30518992.0,,
,36,,,,,,27702780.0
36,147,,,,,27702780.0,
36,147,,,31441274.0,,,
37,148,,,,28768056.0,,
37,149,,,,26896438.0,,
37,150,,,,27096306.0,,
37,151,,,,25822772.0,,
,37,,,,,,23837146.0
37,151,,,,,23837146.0,
37,151,,,27355438.0,,,
38,152,,,,24622644.0,,
38,153,,,,23148452.0,,
38,154,,,,23040466.0,,
38,155,,,,21920726.0,,
,38,,,,,,20509226.0
38,155,,,,,20509228.0,
38,155,,,23382992.0,,,
39,156,,,,21347860.0,,
39,157,,,,20375948.0,,
39,158,,,,20363354.0,,
39,159,,,,18950904.0,,
,39,,,,,,17609750.0
39,159,,,,,17609750.0,
39,159,,,20466762.0,,,
40,160,,,,18445376.0,,
40,161,,,,17247346.0,,
40,162,,,,17689958.0,,
40,163,,,,16802294.0,,
,40,,,,,,15098146.0
40,163,,,,,15098146.0,
40,163,,,17664064.0,,,
41,164,,,,15488035.0,,
41,165,,,,14803196.0,,
41,166,,,,15567391.0,,
41,167,,,,14697894.0,,
,41,,,,,,12985696.0
41,167,,,,,12985696.0,
41,167,,,15209009.0,,,
42,168,,,,13482725.0,,
42,169,,,,12351178.0,,
42,170,,,,13920578.0,,
42,171,,,,13173739.0,,
,42,,,,,,11237289.0
42,171,,,,,11237289.0,
42,171,,,13241291.0,,,
43,172,,,,11789447.0,,
43,173,,,,11415956.0,,
43,174,,,,12375280.0,,
43,175,,,,12218211.0,,
,43,,,,,,9817737.0
43,175,,,,,9817737.0,
43,175,,,11907203.0,,,
44,176,,,,10127472.0,,
44,177,,,,9523331.0,,
44,178,,,,11176859.0,,
44,179,,,,11324365.0,,
,44,,,,,,8692033.0
44,179,,,,,8692033.0,
44,179,,,10413471.0,,,
45,180,,,,8878837.0,,
45,181,,,,7971071.0,,
45,182,,,,10205276.0,,
45,183,,,,10557470.0,,
,45,,,,,,7818682.5
45,183,,,,,7818682.5,
45,183,,,9220355.0,,,
46,184,,,,7926492.0,,
46,185,,,,7543874.0,,
46,186,,,,9644389.0,,
46,187,,,,9560635.0,,
,46,,,,,,7148771.5
46,187,,,,,7148771.5,
46,187,,,8527614.0,,,
47,188,,,,7000284.5,,
47,189,,,,7178468.0,,
47,190,,,,9003100.0,,
47,191,,,,9080342.0,,
,47,,,,,,6642793.0
47,191,,,,,6642793.0,
47,191,,,7904834.5,,,
48,192,,,,6602114.0,,
48,193,,,,6697864.5,,
48,194,,,,8465555.0,,
48,195,,,,8737194.0,,
,48,,,,,,6262253.0
48,195,,,,,6262253.0,
48,195,,,7449650.0,,,
49,196,,,,6320607.0,,
49,197,,,,6347763.5,,
49,198,,,,8585336.0,,
49,199,,,,8335836.0,,
,49,,,,,,5976351.0
49,199,,,,,5976351.0,
49,199,,,7248762.0,,,
50,200,,,,5518785.0,,
50,201,,,,6232590.5,,
50,202,,,,8021342.0,,
50,203,,,,7203211.5,,
,50,,,,,,5761438.0
50,203,,,,,5761438.0,
50,203,,,6671254.0,,,
51,204,,,,5728361.0,,
51,205,,,,5990945.0,,
51,206,,,,8149314.0,,
51,207,,,,8038171.5,,
,51,,,,,,5589080.0
51,207,,,,,5589080.0,
51,207,,,6808591.0,,,
52,208,,,,5636525.5,,
52,209,,,,5906462.0,,
52,210,,,,7447104.5,,
52,211,,,,7339479.0,,
,52,,,,,,5457159.0
52,211,,,,,5457159.0,
52,211,,,6462492.5,,,
53,212,,,,5224501.5,,
53,213,,,,5463740.5,,
53,214,,,,7921576.0,,
53,215,,,,7799455.0,,
,53,,,,,,5367255.5
53,215,,,,,5367255.5,
53,215,,,6412726.5,,,
54,216,,,,5297335.5,,
54,217,,,,5536152.5,,
54,218,,,,7427683.5,,
54,219,,,,7122850.5,,
,54,,,,,,5314072.0
54,219,,,,,5314072.0,
54,219,,,6222976.0,,,
55,220,,,,5452377.0,,
55,221,,,,5544961.5,,
55,222,,,,7564859.5,,
55,223,,,,7023211.5,,
,55,,,,,,5272412.5
55,223,,,,,5272412.5,
55,223,,,6297076.0,,,
56,224,,,,5627148.0,,
56,225,,,,5345435.0,,
56,226,,,,7223458.0,,
56,227,,,,7267913.5,,
,56,,,,,,5237987.5
56,227,,,,,5237987.5,
56,227,,,6223150.0,,,
57,228,,,,5169166.5,,
57,229,,,,5715957.0,,
57,230,,,,6977852.0,,
57,231,,,,7417338.0,,
,57,,,,,,5212902.0
57,231,,,,,5212902.0,
57,231,,,6146304.5,,,
58,232,,,,5058027.0,,
58,233,,,,5317666.0,,
58,234,,,,7734447.5,,
58,235,,,,7538558.0,,
,58,,,,,,5197280.5
58,235,,,,,5197280.5,
58,235,,,6233787.5,,,
59,236,,,,5199955.5,,
59,237,,,,5763380.5,,
59,238,,,,7100143.5,,
59,239,,,,7003309.0,,
,59,,,,,,5182530.5
59,239,,,,,5182530.5,
59,239,,,6150039.0,,,
60,240,,,,5166669.5,,
60,241,,,,6001120.0,,
60,242,,,,7522293.0,,
60,243,,,,6852992.0,,
,60,,,,,,5173937.0
60,243,,,,,5173937.0,
60,243,,,6311774.5,,,
61,244,,,,5159205.0,,
61,245,,,,5265824.0,,
61,246,,,,7094533.0,,
61,247,,,,7206271.0,,
,61,,,,,,5173048.5
61,247,,,,,5173048.5,
61,247,,,6019157.5,,,
62,248,,,,5053284.0,,
62,249,,,,5273509.0,,
62,250,,,,7156166.0,,
62,251,,,,6584176.5,,
,62,,,,,,5169870.5
62,251,,,,,5169870.5,
62,251,,,5926926.0,,,
63,252,,,,5246256.0,,
63,253,,,,5754840.5,,
63,254,,,,7113123.5,,
63,255,,,,7139335.5,,
,63,,,,,,5160647.5
63,255,,,,,5160647.5,
63,255,,,6182583.0,,,
64,256,,,,4917158.5,,
64,257,,,,5542859.0,,
64,258,,,,7424777.0,,
64,259,,,,6580763.5,,
,64,,,,,,5155856.5
64,259,,,,,5155856.5,
64,259,,,6042846.5,,,
65,260,,,,5311894.5,,
65,261,,,,5473612.0,,
65,262,,,,6900320.5,,
65,263,,,,7108482.5,,
,65,,,,,,5137302.5
65,263,,,,,5137302.5,
65,263,,,6054474.5,,,
66,264,,,,4761131.0,,
66,265,,,,5658597.0,,
66,266,,,,7289871.0,,
66,267,,,,7366153.0,,
,66,,,,,,5126806.0
66,267,,,,,5126806.0,
66,267,,,6095171.0,,,
67,268,,,,4977476.0,,
67,269,,,,5565884.5,,
67,270,,,,7151729.5,,
67,271,,,,7421363.5,,
,67,,,,,,5125243.5
67,271,,,,,5125243.5,
67,271,,,6098214.0,,,
68,272,,,,5442836.5,,
68,273,,,,5059778.5,,
68,274,,,,7473066.0,,
68,275,,,,7667476.0,,
,68,,,,,,5132080.5
68,275,,,,,5132080.5,
68,275,,,6211766.0,,,
69,276,,,,5361565.0,,
69,277,,,,5055624.0,,
69,278,,,,7147691.0,,
69,279,,,,6662981.0,,
,69,,,,,,5151040.0
69,279,,,,,5151040.0,
69,279,,,5960990.0,,,
70,280,,,,5371886.5,,
70,281,,,,5730689.5,,
70,282,,,,7117699.0,,
70,283,,,,6957340.5,,
,70,,,,,,5148524.5
70,283,,,,,5148524.5,
70,283,,,6189414.0,,,
71,284,,,,5053209.5,,
71,285,,,,5449796.0,,
71,286,,,,7336517.5,,
71,287,,,,7228241.5,,
,71,,,,,,5143293.0
71,287,,,,,5143293.0,
71,287,,,6114699.0,,,
72,288,,,,5260895.0,,
72,289,,,,5629350.0,,
72,290,,,,7639957.5,,
72,291,,,,7088574.0,,
,72,,,,,,5140679.0
72,291,,,,,5140679.0,
72,291,,,6296387.0,,,
73,292,,,,4861126.5,,
73,293,,,,5379833.5,,
73,294,,,,7050469.5,,
73,295,,,,7305912.0,,
,73,,,,,,5145394.0
73,295,,,,,5145394.0,
73,295,,,5966167.5,,,
74,296,,,,5146018.0,,
74,297,,,,5364954.5,,
74,298,,,,7250843.5,,
74,299,,,,7361007.0,,
,74,,,,,,5145800.5
74,299,,,,,5145800.5,
74,299,,,6109617.0,,,
75,300,,,,5364737.0,,
75,301,,,,5149117.0,,
75,302,,,,7336942.5,,
75,303,,,,7096743.5,,
,75,,,,,,5145992.5
75,303,,,,,5145992.5,
75,303,,,6100708.0,,,
76,304,,,,5232247.5,,
76,305,,,,5353704.0,,
76,306,,,,7315721.0,,
76,307,,,,7359713.5,,
,76,,,,,,5146475.5
76,307,,,,,5146475.5,
76,307,,,6149949.0,,,
77,308,,,,5383682.0,,
77,309,,,,5380630.5,,
77,310,,,,7695354.5,,
77,311,,,,6782105.0,,
,77,,,,,,5146608.5
77,311,,,,,5146608.5,
77,311,,,6235745.5,,,
78,312,,,,5256971.0,,
78,313,,,,5455360.0,,
78,314,,,,7118030.0,,
78,315,,,,6986838.5,,
,78,,,,,,5145785.5
78,315,,,,,5145785.5,
78,315,,,6080368.5,,,
79,316,,,,5107782.0,,
79,317,,,,5587431.5,,
79,318,,,,6942567.0,,
79,319,,,,7347817.0,,
,79,,,,,,5144864.0
79,319,,,,,5144864.5,
79,319,,,6071966.5,,,
80,320,,,,5481856.0,,
80,321,,,,5680796.5,,
80,322,,,,6910568.5,,
80,323,,,,6953797.5,,
,80,,,,,,5144700.5
80,323,,,,,5144700.0,
80,323,,,6146363.0,,,
81,324,,,,5163293.0,,
81,325,,,,5683734.5,,
81,326,,,,7397149.5,,
81,327,,,,7269472.0,,
,81,,,,,,5144527.0
81,327,,,,,5144527.0,
81,327,,,6237294.5,,,
82,328,,,,5132177.0,,
82,329,,,,5727256.5,,
82,330,,,,6942484.0,,
82,331,,,,7060700.5,,
,82,,,,,,5144442.0
82,331,,,,,5144442.0,
82,331,,,6081824.0,,,
83,332,,,,4930896.5,,
83,333,,,,5694882.0,,
83,334,,,,7426932.0,,
83,335,,,,6686472.5,,
,83,,,,,,5144368.0
83,335,,,,,5144368.0,
83,335,,,6105344.5,,,
84,336,,,,5255292.0,,
84,337,,,,5404648.0,,
84,338,,,,7066600.0,,
84,339,,,,7188002.5,,
,84,,,,,,5144201.5
84,339,,,,,5144201.5,
84,339,,,6076700.0,,,
85,340,,,,5346815.0,,
85,341,,,,5533534.0,,
85,342,,,,7664929.0,,
85,343,,,,6730759.0,,
,85,,,,,,5143994.5
85,343,,,,,5143994.5,
85,343,,,6253800.5,,,
86,344,,,,5347047.0,,
86,345,,,,5458243.0,,
86,346,,,,7269371.0,,
86,347,,,,7612869.0,,
,86,,,,,,5143971.0
86,347,,,,,5143971.0,
86,347,,,6233264.5,,,
87,348,,,,5342362.5,,
87,349,,,,5367182.5,,
87,350,,,,7212508.5,,
87,351,,,,6767575.0,,
,87,,,,,,5143952.5
87,351,,,,,5143952.5,
87,351,,,6078150.0,,,
,0,,4147639.5,,,,
,1,,4442008.5,,,,
,2,,6299096.0,,,,
,3,,6193436.5,,,,
88,352,5124385.5,,,,,
