epoch,step,test_loss_epoch,test_loss_step,train_loss_epoch,train_loss_step,val_loss_epoch,val_loss_step
0,0,,,,4425611.0,,
0,1,,,,4559716.0,,
0,2,,,,9381789.0,,
0,3,,,,11996558.0,,
,0,,,,,,5082524.5
0,3,,,,,5082524.5,
0,3,,,6893192.5,,,
1,4,,,,3884702.25,,
1,5,,,,4969807.5,,
1,6,,,,7447058.0,,
1,7,,,,8880083.0,,
,1,,,,,,5039483.0
1,7,,,,,5039483.0,
1,7,,,5886076.0,,,
2,8,,,,4785050.5,,
2,9,,,,5129977.0,,
2,10,,,,7707660.5,,
2,11,,,,7230192.5,,
,2,,,,,,5251720.5
2,11,,,,,5251720.5,
2,11,,,6052161.0,,,
3,12,,,,5404332.0,,
3,13,,,,5783764.5,,
3,14,,,,7579831.5,,
3,15,,,,7594790.5,,
,3,,,,,,5277851.0
3,15,,,,,5277851.0,
3,15,,,6431657.5,,,
4,16,,,,5434732.5,,
4,17,,,,5939460.0,,
4,18,,,,7291476.0,,
4,19,,,,6953402.5,,
,4,,,,,,5200016.5
4,19,,,,,5200016.5,
4,19,,,6317879.5,,,
5,20,,,,5105941.5,,
5,21,,,,5929255.0,,
5,22,,,,7503915.0,,
5,23,,,,6764445.5,,
,5,,,,,,5132023.0
5,23,,,,,5132023.0,
5,23,,,6256435.0,,,
6,24,,,,5735820.0,,
6,25,,,,5719093.0,,
6,26,,,,7512726.5,,
6,27,,,,8354548.5,,
,6,,,,,,5086159.5
6,27,,,,,5086159.5,
6,27,,,6589189.0,,,
7,28,,,,5314504.0,,
7,29,,,,5379702.5,,
7,30,,,,7366884.0,,
7,31,,,,8359848.0,,
,7,,,,,,5081187.5
7,31,,,,,5081187.5,
7,31,,,6327354.5,,,
8,32,,,,5451059.0,,
8,33,,,,5332526.5,,
8,34,,,,7109283.0,,
8,35,,,,7800083.0,,
,8,,,,,,5082291.0
8,35,,,,,5082291.0,
8,35,,,6205185.0,,,
9,36,,,,4954373.0,,
9,37,,,,5500149.5,,
9,38,,,,7673518.0,,
9,39,,,,7742146.0,,
,9,,,,,,5084629.5
9,39,,,,,5084629.5,
9,39,,,6265687.0,,,
10,40,,,,4972649.0,,
10,41,,,,5391591.0,,
10,42,,,,7180842.5,,
10,43,,,,7818758.0,,
,10,,,,,,5087646.0
10,43,,,,,5087646.0,
10,43,,,6106919.5,,,
11,44,,,,5048666.0,,
11,45,,,,5527358.0,,
11,46,,,,7544362.5,,
11,47,,,,7956583.0,,
,11,,,,,,5091326.5
11,47,,,,,5091326.5,
11,47,,,6291609.0,,,
12,48,,,,4845812.5,,
12,49,,,,5528237.0,,
12,50,,,,7869107.5,,
12,51,,,,8129853.5,,
,12,,,,,,5096766.5
12,51,,,,,5096766.5,
12,51,,,6349900.0,,,
13,52,,,,5237921.0,,
13,53,,,,5377192.5,,
13,54,,,,7470841.5,,
13,55,,,,7346361.5,,
,13,,,,,,5102330.0
13,55,,,,,5102330.0,
13,55,,,6201564.0,,,
14,56,,,,5124503.5,,
14,57,,,,5755478.5,,
14,58,,,,7456312.5,,
14,59,,,,7442922.0,,
,14,,,,,,5102663.5
14,59,,,,,5102663.5,
14,59,,,6286731.0,,,
15,60,,,,5133738.0,,
15,61,,,,5414541.5,,
15,62,,,,7237806.5,,
15,63,,,,7116830.0,,
,15,,,,,,5102950.5
15,63,,,,,5102950.5,
15,63,,,6084604.5,,,
16,64,,,,5245648.5,,
16,65,,,,5589508.5,,
16,66,,,,7314593.0,,
16,67,,,,6790282.5,,
,16,,,,,,5103124.5
16,67,,,,,5103124.5,
16,67,,,6147068.5,,,
17,68,,,,5345767.0,,
17,69,,,,4979161.5,,
17,70,,,,7504621.0,,
17,71,,,,7282231.0,,
,17,,,,,,5103130.0
17,71,,,,,5103130.0,
17,71,,,6118894.5,,,
18,72,,,,5432005.0,,
18,73,,,,5510076.5,,
18,74,,,,7182575.5,,
18,75,,,,7537130.5,,
,18,,,,,,5103129.0
18,75,,,,,5103128.5,
18,75,,,6237805.0,,,
19,76,,,,5334084.0,,
19,77,,,,5694325.5,,
19,78,,,,7992777.0,,
19,79,,,,7394253.5,,
,19,,,,,,5103131.0
19,79,,,,,5103131.0,
19,79,,,6478684.5,,,
20,80,,,,5449430.5,,
20,81,,,,5523911.0,,
20,82,,,,7245103.0,,
20,83,,,,8544929.0,,
,20,,,,,,5103131.5
20,83,,,,,5103131.5,
20,83,,,6397209.5,,,
21,84,,,,5295193.5,,
21,85,,,,5591567.5,,
21,86,,,,7266282.0,,
21,87,,,,7892529.5,,
,21,,,,,,5103145.5
21,87,,,,,5103145.5,
21,87,,,6292661.5,,,
,0,,3523276.75,,,,
,1,,3866554.0,,,,
,2,,6605944.5,,,,
,3,,7521015.5,,,,
22,88,5039996.0,,,,,
