epoch,step,train_loss_epoch,train_loss_step,val_loss_epoch,val_loss_step
0,0,,289064320.0,,
0,1,,288434304.0,,
0,2,,254840480.0,,
0,3,,211433856.0,,
,0,,,,268773984.0
0,3,,,268773984.0,
0,3,268784064.0,,,
1,4,,289063712.0,,
1,5,,288433664.0,,
1,6,,254839840.0,,
1,7,,211433248.0,,
,1,,,,268773216.0
1,7,,,268773216.0,
1,7,268783456.0,,,
2,8,,289062848.0,,
2,9,,288432768.0,,
2,10,,254838912.0,,
2,11,,211432352.0,,
,2,,,,268771968.0
2,11,,,268771968.0,
2,11,268782592.0,,,
