epoch,step,test_loss_epoch,test_loss_step,train_loss_epoch,train_loss_step,val_loss_epoch,val_loss_step
0,0,,,,289064448.0,,
0,1,,,,288434368.0,,
0,2,,,,254840448.0,,
0,3,,,,211433792.0,,
,0,,,,,,268773888.0
0,3,,,,,268773888.0,
0,3,,,268784128.0,,,
1,4,,,,289063584.0,,
1,5,,,,288433440.0,,
1,6,,,,254839520.0,,
1,7,,,,211432912.0,,
,1,,,,,,268772704.0
1,7,,,,,268772704.0,
1,7,,,268783232.0,,,
2,8,,,,289062368.0,,
2,9,,,,288432064.0,,
2,10,,,,254838096.0,,
2,11,,,,211431520.0,,
,2,,,,,,268770816.0
2,11,,,,,268770816.0,
2,11,,,268781888.0,,,
3,12,,,,289060320.0,,
3,13,,,,288429792.0,,
3,14,,,,254835728.0,,
3,15,,,,211429200.0,,
,3,,,,,,268767616.0
3,15,,,,,268767616.0,
3,15,,,268779616.0,,,
4,16,,,,289056864.0,,
4,17,,,,288425888.0,,
4,18,,,,254831616.0,,
4,19,,,,211425072.0,,
,4,,,,,,268761920.0
4,19,,,,,268761920.0,
4,19,,,268775776.0,,,
5,20,,,,289050976.0,,
5,21,,,,288419008.0,,
5,22,,,,254824400.0,,
5,23,,,,211417872.0,,
,5,,,,,,268751968.0
5,23,,,,,268751968.0,
5,23,,,268769024.0,,,
6,24,,,,289040480.0,,
6,25,,,,288407072.0,,
6,26,,,,254811664.0,,
6,27,,,,211405264.0,,
,6,,,,,,268734816.0
6,27,,,,,268734816.0,
6,27,,,268757216.0,,,
7,28,,,,289022400.0,,
7,29,,,,288385920.0,,
7,30,,,,254790160.0,,
7,31,,,,211383904.0,,
,7,,,,,,268705920.0
7,31,,,,,268705920.0,
7,31,,,268736832.0,,,
8,32,,,,288992224.0,,
8,33,,,,288351264.0,,
8,34,,,,254754352.0,,
8,35,,,,211348704.0,,
,8,,,,,,268658368.0
8,35,,,,,268658368.0,
8,35,,,268703040.0,,,
9,36,,,,288942144.0,,
9,37,,,,288294560.0,,
9,38,,,,254695232.0,,
9,39,,,,211295184.0,,
,9,,,,,,268582208.0
9,39,,,,,268582208.0,
9,39,,,268648000.0,,,
10,40,,,,288863648.0,,
10,41,,,,288204672.0,,
10,42,,,,254604032.0,,
10,43,,,,211205632.0,,
,10,,,,,,268465728.0
10,43,,,,,268465728.0,
10,43,,,268561056.0,,,
11,44,,,,288737920.0,,
11,45,,,,288068448.0,,
11,46,,,,254471088.0,,
11,47,,,,211079440.0,,
,11,,,,,,268292688.0
11,47,,,,,268292688.0,
11,47,,,268430160.0,,,
12,48,,,,288552672.0,,
12,49,,,,287864832.0,,
12,50,,,,254265632.0,,
12,51,,,,210878048.0,,
,12,,,,,,268036096.0
12,51,,,,,268036096.0,
12,51,,,268231600.0,,,
13,52,,,,288287424.0,,
13,53,,,,287566528.0,,
13,54,,,,253967648.0,,
13,55,,,,210602128.0,,
,13,,,,,,267662496.0
13,55,,,,,267662496.0,
13,55,,,267945904.0,,,
14,56,,,,287888672.0,,
14,57,,,,287141472.0,,
14,58,,,,253546624.0,,
14,59,,,,210212160.0,,
,14,,,,,,267137456.0
14,59,,,,,267137456.0,
14,59,,,267534224.0,,,
15,60,,,,287341728.0,,
15,61,,,,286549792.0,,
15,62,,,,252959664.0,,
15,63,,,,209634160.0,,
,15,,,,,,266422784.0
15,63,,,,,266422784.0,
15,63,,,266958672.0,,,
16,64,,,,286570304.0,,
16,65,,,,285729088.0,,
16,66,,,,252131712.0,,
16,67,,,,208938208.0,,
,16,,,,,,265468800.0
16,67,,,,,265468800.0,
16,67,,,266166512.0,,,
17,68,,,,285612928.0,,
17,69,,,,284646048.0,,
17,70,,,,251062208.0,,
17,71,,,,207933328.0,,
,17,,,,,,264195552.0
17,71,,,,,264195552.0,
17,71,,,265134032.0,,,
18,72,,,,284254464.0,,
18,73,,,,283211104.0,,
18,74,,,,249683248.0,,
18,75,,,,206615328.0,,
,18,,,,,,262491280.0
18,75,,,,,262491280.0,
18,75,,,263752816.0,,,
19,76,,,,282414880.0,,
19,77,,,,281285856.0,,
19,78,,,,247759248.0,,
19,79,,,,204881936.0,,
,19,,,,,,260237200.0
19,79,,,,,260237184.0,
19,79,,,261877888.0,,,
20,80,,,,280054880.0,,
20,81,,,,278739744.0,,
20,82,,,,245258672.0,,
20,83,,,,202713280.0,,
,20,,,,,,257274592.0
20,83,,,,,257274592.0,
20,83,,,259448400.0,,,
21,84,,,,276927840.0,,
21,85,,,,275351392.0,,
21,86,,,,242042976.0,,
21,87,,,,199793952.0,,
,21,,,,,,253440480.0
21,87,,,,,253440480.0,
21,87,,,256247264.0,,,
22,88,,,,272877504.0,,
22,89,,,,271101216.0,,
22,90,,,,237946800.0,,
22,91,,,,195869296.0,,
,22,,,,,,248586144.0
22,91,,,,,248586144.0,
22,91,,,252142288.0,,,
23,92,,,,267816352.0,,
23,93,,,,265563120.0,,
23,94,,,,232751872.0,,
23,95,,,,190988880.0,,
,23,,,,,,242541472.0
23,95,,,,,242541472.0,
23,95,,,246927968.0,,,
24,96,,,,261435392.0,,
24,97,,,,258816416.0,,
24,98,,,,226248208.0,,
24,99,,,,185584848.0,,
,24,,,,,,235164032.0
24,99,,,,,235164032.0,
24,99,,,240533760.0,,,
25,100,,,,253820160.0,,
25,101,,,,250711744.0,,
25,102,,,,218639040.0,,
25,103,,,,178673584.0,,
,25,,,,,,226330464.0
25,103,,,,,226330464.0,
25,103,,,232870928.0,,,
26,104,,,,243865264.0,,
26,105,,,,240542016.0,,
26,106,,,,209105088.0,,
26,107,,,,170409024.0,,
