epoch,step,train_loss_epoch,train_loss_step,val_loss_epoch,val_loss_step
153,615,,7400432.5,,
,153,,,,5180557.5
153,615,,,5180557.5,
153,615,6346225.0,,,
154,616,,5982730.0,,
154,617,,5776162.5,,
154,618,,7500976.0,,
154,619,,7048993.5,,
,154,,,,5180557.5
154,619,,,5180557.5,
154,619,6502499.5,,,
155,620,,6023207.0,,
155,621,,6153754.5,,
155,622,,7243689.5,,
155,623,,6642299.5,,
,155,,,,5180557.5
155,623,,,5180557.5,
155,623,6495694.0,,,
156,624,,6017368.0,,
156,625,,6018155.0,,
156,626,,7688342.0,,
156,627,,7659480.0,,
,156,,,,5180557.5
156,627,,,5180557.5,
156,627,6716978.5,,,
157,628,,6264242.5,,
157,629,,6088396.0,,
157,630,,8061105.5,,
157,631,,6977253.5,,
,157,,,,5180557.5
157,631,,,5180557.5,
157,631,6827239.5,,,
158,632,,5531985.5,,
158,633,,5539973.0,,
158,634,,7608575.5,,
158,635,,7046186.5,,
,158,,,,5180557.5
158,635,,,5180557.5,
158,635,6334360.5,,,
159,636,,5769177.5,,
159,637,,6543547.5,,
159,638,,7686822.0,,
159,639,,7922062.0,,
,159,,,,5180557.5
159,639,,,5180557.5,
159,639,6831271.0,,,
160,640,,5505417.0,,
160,641,,6054844.0,,
160,642,,7597924.0,,
160,643,,7012545.5,,
,160,,,,5180557.5
160,643,,,5180557.5,
160,643,6468270.0,,,
161,644,,6210609.5,,
161,645,,6461710.5,,
161,646,,8450124.0,,
161,647,,7304689.5,,
,161,,,,5180557.5
161,647,,,5180557.5,
161,647,7075441.0,,,
162,648,,5591832.0,,
162,649,,5967452.0,,
162,650,,7865006.0,,
162,651,,7261321.5,,
,162,,,,5180557.5
162,651,,,5180557.5,
162,651,6577977.0,,,
163,652,,6115688.0,,
163,653,,5849819.0,,
163,654,,7535902.5,,
163,655,,7248548.5,,
,163,,,,5180557.5
163,655,,,5180557.5,
163,655,6598634.0,,,
164,656,,5350829.0,,
164,657,,6037182.5,,
164,658,,7285318.0,,
164,659,,8143530.0,,
,164,,,,5180557.5
164,659,,,5180557.5,
164,659,6476269.5,,,
165,660,,5300889.0,,
165,661,,6149547.0,,
165,662,,8599727.0,,
165,663,,8184338.5,,
,165,,,,5180557.5
165,663,,,5180557.5,
165,663,6880345.0,,,
166,664,,6052578.0,,
166,665,,5799185.0,,
166,666,,8651101.0,,
166,667,,8471468.0,,
,166,,,,5180557.5
166,667,,,5180557.5,
166,667,7049121.5,,,
167,668,,5219332.0,,
167,669,,5619750.0,,
167,670,,7787998.5,,
167,671,,6584116.5,,
,167,,,,5180557.5
167,671,,,5180557.5,
167,671,6258246.5,,,
168,672,,5556831.0,,
168,673,,5766559.0,,
168,674,,7753531.5,,
168,675,,6895389.0,,
,168,,,,5180557.5
168,675,,,5180557.5,
168,675,6429363.5,,,
169,676,,5721517.5,,
169,677,,6046364.5,,
169,678,,7794479.5,,
169,679,,7919502.0,,
,169,,,,5180557.5
169,679,,,5180557.5,
169,679,6704329.0,,,
170,680,,5910697.0,,
170,681,,6307465.5,,
170,682,,7394756.5,,
170,683,,7605147.0,,
,170,,,,5180557.5
170,683,,,5180557.5,
170,683,6677719.5,,,
171,684,,5770927.0,,
171,685,,5821245.5,,
171,686,,8234153.0,,
171,687,,7757718.0,,
,171,,,,5180557.5
171,687,,,5180557.5,
171,687,6759541.0,,,
172,688,,5704416.5,,
172,689,,5506649.5,,
172,690,,7786861.5,,
172,691,,7389283.5,,
,172,,,,5180557.5
172,691,,,5180557.5,
172,691,6471296.5,,,
173,692,,6264792.5,,
173,693,,6024212.0,,
173,694,,7146941.5,,
173,695,,7828103.0,,
,173,,,,5180557.5
173,695,,,5180557.5,
173,695,6655726.5,,,
174,696,,5904984.5,,
174,697,,5720602.5,,
174,698,,7404065.0,,
174,699,,7192300.5,,
,174,,,,5180557.5
174,699,,,5180557.5,
174,699,6454635.5,,,
175,700,,5777787.0,,
175,701,,5972343.5,,
175,702,,8576528.0,,
175,703,,6647941.5,,
,175,,,,5180557.5
175,703,,,5180557.5,
175,703,6758807.0,,,
176,704,,5722119.0,,
176,705,,5910643.0,,
176,706,,7946622.0,,
176,707,,7449027.5,,
,176,,,,5180557.5
176,707,,,5180557.5,
176,707,6647522.0,,,
177,708,,6104924.5,,
177,709,,6019672.5,,
177,710,,8200567.5,,
177,711,,7322662.5,,
,177,,,,5180557.5
177,711,,,5180557.5,
177,711,6846913.0,,,
178,712,,5730669.0,,
178,713,,6390752.0,,
178,714,,7777644.5,,
178,715,,6895756.0,,
,178,,,,5180557.5
178,715,,,5180557.5,
178,715,6667498.5,,,
179,716,,5938962.5,,
179,717,,6496051.5,,
179,718,,7511371.0,,
179,719,,7700023.0,,
,179,,,,5180557.5
179,719,,,5180557.5,
179,719,6786738.5,,,
180,720,,5975907.0,,
180,721,,5748243.0,,
180,722,,8018197.5,,
180,723,,7233747.5,,
,180,,,,5180557.5
180,723,,,5180557.5,
180,723,6666466.0,,,
181,724,,5961626.5,,
181,725,,5937749.5,,
181,726,,7217971.0,,
181,727,,7306754.5,,
,181,,,,5180557.5
181,727,,,5180557.5,
181,727,6495050.5,,,
182,728,,5911006.0,,
182,729,,5899621.0,,
182,730,,7421012.5,,
182,731,,7759738.0,,
,182,,,,5180557.5
182,731,,,5180557.5,
182,731,6587590.0,,,
183,732,,5210687.5,,
183,733,,5783359.0,,
183,734,,8780711.0,,
183,735,,7555814.5,,
,183,,,,5180557.5
183,735,,,5180557.5,
183,735,6718113.0,,,
184,736,,5552337.0,,
184,737,,6044590.0,,
184,738,,7881700.5,,
184,739,,6843641.5,,
,184,,,,5180557.5
184,739,,,5180557.5,
184,739,6538903.5,,,
185,740,,5876366.0,,
185,741,,5867514.5,,
185,742,,7454163.0,,
185,743,,7480565.0,,
,185,,,,5180557.5
185,743,,,5180557.5,
185,743,6541227.5,,,
186,744,,5998631.5,,
186,745,,6071546.5,,
186,746,,7389829.5,,
186,747,,7313038.5,,
,186,,,,5180557.5
186,747,,,5180557.5,
186,747,6595107.0,,,
187,748,,5596621.0,,
187,749,,6612655.5,,
187,750,,7204540.5,,
187,751,,6730731.5,,
,187,,,,5180557.5
187,751,,,5180557.5,
187,751,6505318.5,,,
188,752,,5729668.0,,
188,753,,6024452.0,,
188,754,,7563041.0,,
188,755,,7525834.0,,
,188,,,,5180557.5
188,755,,,5180557.5,
188,755,6581662.5,,,
189,756,,5696084.5,,
189,757,,6044327.5,,
189,758,,7620150.0,,
189,759,,7505508.0,,
,189,,,,5180557.5
189,759,,,5180557.5,
189,759,6591564.5,,,
190,760,,6299882.0,,
190,761,,6369745.0,,
190,762,,7855901.5,,
190,763,,7460453.5,,
,190,,,,5180557.5
190,763,,,5180557.5,
190,763,6923018.0,,,
191,764,,6035770.0,,
191,765,,6340913.5,,
191,766,,8346060.0,,
191,767,,6597601.0,,
,191,,,,5180557.5
191,767,,,5180557.5,
191,767,6866905.0,,,
192,768,,5475550.5,,
192,769,,5448488.0,,
192,770,,7990899.5,,
192,771,,6894168.0,,
,192,,,,5180557.5
192,771,,,5180557.5,
192,771,6382293.5,,,
193,772,,5258501.0,,
193,773,,5324292.0,,
193,774,,7747821.0,,
193,775,,7715132.5,,
,193,,,,5180557.5
193,775,,,5180557.5,
193,775,6320806.0,,,
194,776,,5406164.5,,
194,777,,6200321.5,,
194,778,,7862075.0,,
194,779,,6849638.5,,
,194,,,,5180557.5
194,779,,,5180557.5,
194,779,6536775.0,,,
195,780,,5517679.5,,
195,781,,5847068.5,,
195,782,,7664914.0,,
195,783,,6199207.0,,
,195,,,,5180557.5
195,783,,,5180557.5,
195,783,6324323.0,,,
196,784,,5724877.5,,
196,785,,5649652.0,,
196,786,,8482533.0,,
196,787,,6881180.5,,
,196,,,,5180557.5
196,787,,,5180557.5,
196,787,6653422.5,,,
197,788,,5503793.5,,
197,789,,5853419.5,,
197,790,,7941620.5,,
197,791,,7117988.0,,
,197,,,,5180557.5
197,791,,,5180557.5,
197,791,6522837.0,,,
198,792,,5858634.5,,
198,793,,5557932.0,,
198,794,,7517149.0,,
198,795,,7768780.0,,
,198,,,,5180557.5
198,795,,,5180557.5,
198,795,6502499.5,,,
199,796,,5788730.0,,
199,797,,5671217.0,,
199,798,,8053216.0,,
199,799,,7532332.0,,
,199,,,,5180557.5
199,799,,,5180557.5,
199,799,6639276.5,,,
200,800,,5404474.0,,
200,801,,5935447.0,,
200,802,,7779821.0,,
200,803,,7835565.0,,
,200,,,,5180557.5
200,803,,,5180557.5,
200,803,6565135.0,,,
201,804,,5912654.0,,
201,805,,6270342.0,,
201,806,,7022415.5,,
201,807,,7240831.0,,
,201,,,,5180557.5
201,807,,,5180557.5,
201,807,6511902.5,,,
202,808,,6082843.5,,
202,809,,5817256.0,,
202,810,,7620336.5,,
202,811,,6949327.5,,
,202,,,,5180557.5
202,811,,,5180557.5,
202,811,6564879.5,,,
203,812,,5517435.0,,
203,813,,6134860.0,,
203,814,,7759858.5,,
203,815,,7224721.5,,
,203,,,,5180557.5
203,815,,,5180557.5,
203,815,6569659.5,,,
204,816,,5499273.0,,
204,817,,6248536.5,,
204,818,,7144935.0,,
204,819,,7190264.5,,
,204,,,,5180557.5
204,819,,,5180557.5,
204,819,6414720.5,,,
205,820,,5189691.0,,
205,821,,6299202.5,,
205,822,,8016349.5,,
205,823,,8049841.0,,
,205,,,,5180557.5
205,823,,,5180557.5,
205,823,6704891.5,,,
206,824,,5687975.5,,
206,825,,6464827.0,,
206,826,,7396124.0,,
206,827,,7384190.5,,
,206,,,,5180557.5
206,827,,,5180557.5,
206,827,6630194.0,,,
207,828,,5793596.5,,
207,829,,5840220.5,,
207,830,,7820568.5,,
207,831,,7498910.5,,
,207,,,,5180557.5
207,831,,,5180557.5,
207,831,6617869.5,,,
208,832,,5824861.5,,
208,833,,5419834.5,,
208,834,,7308082.5,,
208,835,,7180582.0,,
,208,,,,5180557.5
208,835,,,5180557.5,
208,835,6314998.5,,,
209,836,,5755606.5,,
209,837,,6193056.0,,
209,838,,7649721.0,,
209,839,,7309698.0,,
,209,,,,5180557.5
209,839,,,5180557.5,
209,839,6634741.5,,,
210,840,,5590543.5,,
210,841,,6520206.0,,
210,842,,7929264.5,,
210,843,,6920898.0,,
,210,,,,5180557.5
210,843,,,5180557.5,
210,843,6711615.0,,,
211,844,,5658754.0,,
211,845,,5431781.0,,
211,846,,7785469.0,,
211,847,,7941106.5,,
,211,,,,5180557.5
211,847,,,5180557.5,
211,847,6508400.0,,,
212,848,,5767651.0,,
212,849,,6241614.0,,
212,850,,7312808.0,,
212,851,,8222144.0,,
,212,,,,5180557.5
212,851,,,5180557.5,
212,851,6674456.5,,,
213,852,,5389965.0,,
213,853,,6002129.0,,
213,854,,8037198.5,,
213,855,,7545913.0,,
,213,,,,5180557.5
213,855,,,5180557.5,
213,855,6616770.0,,,
214,856,,5301869.5,,
214,857,,5811594.0,,
214,858,,7568605.5,,
214,859,,7577469.5,,
,214,,,,5180557.5
214,859,,,5180557.5,
214,859,6404520.5,,,
215,860,,5581875.5,,
215,861,,6377806.5,,
215,862,,7770959.0,,
215,863,,7125304.5,,
,215,,,,5180557.5
215,863,,,5180557.5,
215,863,6648845.5,,,
216,864,,5690895.5,,
216,865,,5900506.0,,
216,866,,8004036.0,,
216,867,,7376809.5,,
,216,,,,5180557.5
216,867,,,5180557.5,
216,867,6642694.5,,,
217,868,,5376484.5,,
217,869,,6103302.0,,
217,870,,8210508.0,,
217,871,,7618615.0,,
,217,,,,5180557.5
217,871,,,5180557.5,
217,871,6701894.5,,,
218,872,,5791589.5,,
218,873,,5910165.5,,
218,874,,7533375.5,,
218,875,,7104827.0,,
,218,,,,5180557.5
218,875,,,5180557.5,
218,875,6502662.0,,,
219,876,,5378716.5,,
219,877,,6107183.0,,
219,878,,7471313.5,,
219,879,,7034524.5,,
,219,,,,5180557.5
219,879,,,5180557.5,
219,879,6412954.0,,,
220,880,,6101396.5,,
220,881,,5729976.5,,
220,882,,7164685.0,,
220,883,,6903954.5,,
,220,,,,5180557.5
220,883,,,5180557.5,
220,883,6407069.5,,,
221,884,,5342481.5,,
221,885,,5870036.5,,
221,886,,7429679.5,,
221,887,,7707049.0,,
,221,,,,5180557.5
221,887,,,5180557.5,
221,887,6409977.5,,,
222,888,,5577196.5,,
222,889,,5794085.0,,
222,890,,7616352.0,,
222,891,,7489034.0,,
,222,,,,5180557.5
222,891,,,5180557.5,
222,891,6481405.0,,,
223,892,,5578998.0,,
223,893,,5757447.0,,
223,894,,7343482.5,,
223,895,,8327272.5,,
,223,,,,5180557.5
223,895,,,5180557.5,
223,895,6502291.0,,,
224,896,,5283314.5,,
224,897,,6082319.5,,
224,898,,7532103.0,,
224,899,,8418028.0,,
,224,,,,5180557.5
224,899,,,5180557.5,
224,899,6577276.0,,,
225,900,,5530868.0,,
225,901,,6077469.5,,
225,902,,7743699.0,,
225,903,,6847432.5,,
,225,,,,5180557.5
225,903,,,5180557.5,
225,903,6502741.0,,,
226,904,,5985966.0,,
226,905,,6384128.0,,
226,906,,7489562.5,,
226,907,,7112609.5,,
,226,,,,5180557.5
226,907,,,5180557.5,
226,907,6684541.5,,,
227,908,,5853287.0,,
227,909,,6433307.5,,
227,910,,7696368.5,,
227,911,,7584089.0,,
,227,,,,5180557.5
227,911,,,5180557.5,
227,911,6782118.0,,,
228,912,,5426119.0,,
228,913,,6052501.5,,
228,914,,7954772.5,,
228,915,,6885412.0,,
,228,,,,5180557.5
228,915,,,5180557.5,
228,915,6531285.0,,,
229,916,,5660476.5,,
229,917,,5907230.0,,
229,918,,7426138.5,,
229,919,,8380026.5,,
,229,,,,5180557.5
229,919,,,5180557.5,
229,919,6600121.5,,,
230,920,,5596845.5,,
230,921,,6173277.5,,
230,922,,7725006.5,,
230,923,,7660729.0,,
,230,,,,5180557.5
230,923,,,5180557.5,
230,923,6650902.5,,,
231,924,,5503911.0,,
231,925,,5950609.0,,
231,926,,7069073.0,,
231,927,,7346435.0,,
,231,,,,5180557.5
231,927,,,5180557.5,
231,927,6328310.0,,,
232,928,,5638783.5,,
232,929,,6217834.0,,
232,930,,8329238.5,,
232,931,,8335442.0,,
,232,,,,5180557.5
232,931,,,5180557.5,
232,931,6939469.0,,,
233,932,,5611192.5,,
233,933,,6272156.5,,
233,934,,8326140.5,,
233,935,,7488314.0,,
,233,,,,5180557.5
233,935,,,5180557.5,
233,935,6835151.5,,,
234,936,,5515242.0,,
234,937,,5967740.5,,
234,938,,7615628.5,,
234,939,,7356159.0,,
,234,,,,5180557.5
234,939,,,5180557.5,
234,939,6496107.0,,,
235,940,,5357744.5,,
235,941,,6334502.0,,
235,942,,8007190.0,,
235,943,,7615522.0,,
,235,,,,5180557.5
235,943,,,5180557.5,
235,943,6704136.0,,,
236,944,,5544616.0,,
236,945,,6128123.5,,
236,946,,7363445.5,,
236,947,,7710937.0,,
,236,,,,5180557.5
236,947,,,5180557.5,
236,947,6524584.0,,,
237,948,,5740013.5,,
237,949,,6080537.0,,
237,950,,7522386.5,,
237,951,,7689441.5,,
,237,,,,5180557.5
237,951,,,5180557.5,
237,951,6610596.0,,,
238,952,,5904038.0,,
238,953,,6371150.5,,
238,954,,7230660.0,,
238,955,,7534307.0,,
,238,,,,5180557.5
238,955,,,5180557.5,
238,955,6637417.0,,,
239,956,,5466459.0,,
239,957,,5860549.0,,
239,958,,7891954.5,,
239,959,,7552116.5,,
,239,,,,5180557.5
239,959,,,5180557.5,
239,959,6556673.5,,,
240,960,,6409812.5,,
240,961,,6451469.5,,
240,962,,7566412.5,,
240,963,,7937768.5,,
,240,,,,5180557.5
240,963,,,5180557.5,
240,963,6957320.0,,,
241,964,,5819340.0,,
241,965,,5461106.0,,
241,966,,7249797.0,,
241,967,,7642429.5,,
,241,,,,5180557.5
241,967,,,5180557.5,
241,967,6369077.5,,,
242,968,,6020089.5,,
242,969,,5925394.5,,
242,970,,7940149.0,,
242,971,,7233064.0,,
,242,,,,5180557.5
242,971,,,5180557.5,
242,971,6707870.0,,,
243,972,,5888622.0,,
243,973,,6158929.5,,
243,974,,7377610.0,,
243,975,,7785462.0,,
,243,,,,5180557.5
243,975,,,5180557.5,
243,975,6647008.0,,,
244,976,,5643122.0,,
244,977,,5959726.0,,
244,978,,7704175.5,,
244,979,,7918904.5,,
,244,,,,5180557.5
244,979,,,5180557.5,
244,979,6630307.0,,,
245,980,,5934678.0,,
245,981,,6399472.0,,
245,982,,7734942.0,,
245,983,,8774759.0,,
,245,,,,5180557.5
245,983,,,5180557.5,
245,983,6963302.5,,,
246,984,,5714994.0,,
246,985,,6077099.5,,
246,986,,7450916.5,,
246,987,,6960118.5,,
,246,,,,5180557.5
246,987,,,5180557.5,
246,987,6485955.0,,,
247,988,,5063123.5,,
247,989,,5829515.5,,
247,990,,7517929.0,,
247,991,,8164038.5,,
,247,,,,5180557.5
247,991,,,5180557.5,
247,991,6402866.5,,,
248,992,,5761979.5,,
248,993,,6169218.0,,
248,994,,7687193.0,,
248,995,,7355070.0,,
,248,,,,5180557.5
248,995,,,5180557.5,
248,995,6646489.0,,,
249,996,,5935249.5,,
249,997,,5946469.0,,
249,998,,8187673.5,,
249,999,,6743682.5,,
,249,,,,5180557.5
249,999,,,5180557.5,
249,999,6696868.5,,,
